ONS Code,Westminster Constituency,Winner,Second,2019 winner (notional),CON,LAB,LDM,RFM,GRN,SNP,PCY,OTH,CON (low),CON (high),LAB (low),LAB (high),LDM (low),LDM (high),RFM (low),RFM (high),GRN (low),GRN (high),SNP (low),SNP (high),PCY (low),PCY (high),OTH (low),OTH (high)
S14000074,"Dumfriesshire, Clydesdale and Tweeddale",conservative,labour,conservative,26.9%,26.3%,6.6%,13.8%,2.9%,23.1%,,0.3%,22.7%,31.2%,19.4%,33.0%,3.9%,10.4%,10.4%,17.6%,2.1%,4.2%,17.0%,28.6%,,,0.1%,1.2%
S14000075,Dundee Central,labour,snp,snp,4.5%,44.6%,6.6%,9.6%,0.0%,34.0%,,0.7%,2.3%,6.9%,39.9%,49.9%,3.8%,9.7%,7.2%,12.2%,0.0%,0.0%,27.6%,39.1%,,,0.2%,2.3%
S14000076,Dunfermline and Dollar,labour,snp,snp,9.9%,44.9%,7.1%,8.0%,4.5%,24.9%,,0.7%,7.5%,12.3%,38.7%,50.8%,4.5%,11.0%,5.8%,10.7%,3.2%,6.3%,18.9%,29.8%,,,0.2%,2.3%
S14000077,East Kilbride and Strathaven,labour,snp,snp,9.5%,38.4%,5.5%,10.1%,4.7%,30.9%,,0.9%,6.8%,12.4%,31.7%,43.3%,3.3%,8.9%,7.6%,13.4%,3.3%,7.0%,25.1%,36.1%,,,0.2%,2.2%
S14000078,Edinburgh East and Musselburgh,labour,snp,snp,5.3%,38.5%,6.6%,7.0%,5.2%,37.0%,,0.5%,3.5%,7.8%,33.9%,44.8%,4.1%,9.8%,5.3%,9.7%,3.6%,7.3%,31.0%,40.8%,,,0.1%,1.6%
S14000079,Edinburgh North and Leith,labour,snp,snp,10.7%,35.3%,8.0%,6.1%,6.7%,32.4%,,0.6%,8.1%,13.5%,29.7%,41.0%,5.2%,11.5%,4.7%,7.9%,4.6%,9.8%,26.2%,37.3%,,,0.1%,1.9%
S14000080,Edinburgh South,labour,snp,labour,7.6%,54.5%,6.7%,7.3%,5.4%,17.9%,,0.5%,5.3%,10.2%,47.9%,60.0%,4.0%,10.4%,5.4%,9.7%,3.8%,8.0%,11.7%,23.5%,,,0.1%,1.7%
S14000081,Edinburgh South West,labour,snp,snp,12.7%,32.8%,7.8%,8.1%,5.3%,32.3%,,1.0%,10.1%,15.8%,26.8%,38.8%,5.1%,11.3%,5.9%,10.9%,3.5%,7.7%,25.4%,37.7%,,,0.3%,3.0%
S14000082,Edinburgh West,libdem,snp,libdem,8.9%,14.6%,37.8%,7.3%,4.3%,26.5%,,0.5%,6.1%,12.4%,8.4%,22.2%,30.5%,43.4%,5.3%,9.7%,2.9%,6.6%,21.1%,31.8%,,,0.1%,1.8%
S14000083,Falkirk,labour,snp,snp,11.3%,38.1%,6.3%,12.7%,4.1%,27.1%,,0.3%,8.5%,14.5%,32.4%,44.6%,3.8%,9.8%,9.4%,16.1%,2.8%,5.7%,20.5%,32.7%,,,0.1%,1.4%
S14000084,Glasgow East,labour,snp,snp,5.8%,52.4%,4.0%,8.2%,4.8%,24.0%,,0.8%,3.5%,8.7%,44.7%,57.9%,2.2%,6.6%,5.9%,10.9%,3.3%,7.7%,17.7%,30.7%,,,0.2%,2.9%
S14000085,Glasgow North,labour,snp,snp,0.9%,48.8%,4.2%,8.1%,6.8%,29.8%,,1.3%,0.6%,2.8%,40.8%,54.5%,2.8%,6.7%,5.8%,11.0%,4.6%,10.2%,22.6%,36.1%,,,0.3%,4.1%
S14000086,Glasgow North East,labour,snp,snp,3.8%,49.6%,3.2%,8.5%,6.2%,28.0%,,0.6%,1.7%,6.6%,42.4%,55.7%,2.1%,5.2%,5.9%,11.7%,4.2%,10.6%,21.9%,34.8%,,,0.1%,2.3%
S14000087,Glasgow South,labour,snp,snp,7.2%,40.6%,4.4%,6.7%,7.3%,33.1%,,0.7%,4.9%,10.6%,34.1%,45.9%,2.7%,6.8%,4.9%,8.9%,4.9%,10.4%,27.8%,38.3%,,,0.2%,2.7%
S14000088,Glasgow South West,labour,snp,snp,5.4%,46.9%,3.5%,8.1%,4.2%,30.5%,,1.4%,3.2%,8.3%,39.4%,52.7%,2.1%,5.9%,5.8%,10.6%,2.7%,6.3%,23.6%,37.9%,,,0.3%,4.9%
S14000089,Glasgow West,labour,snp,snp,8.3%,44.9%,4.4%,7.1%,5.7%,28.4%,,1.2%,5.3%,10.9%,38.1%,50.3%,2.7%,7.2%,5.1%,9.6%,3.9%,9.0%,22.9%,34.2%,,,0.3%,3.4%
S14000090,Glenrothes and Mid Fife,labour,snp,snp,6.0%,47.1%,4.7%,12.9%,0.0%,29.4%,,0.0%,4.0%,8.8%,40.4%,53.5%,2.5%,7.9%,10.1%,16.3%,0.0%,0.0%,22.7%,34.9%,,,0.0%,0.0%
S14000091,Gordon and Buchan,snp,conservative,conservative,26.3%,20.2%,11.2%,14.6%,0.0%,27.6%,,0.0%,22.1%,31.2%,12.9%,27.2%,7.2%,16.1%,10.5%,18.7%,0.0%,0.0%,21.3%,32.9%,,,0.0%,0.0%
S14000092,Hamilton and Clyde Valley,labour,snp,snp,13.0%,49.1%,5.8%,10.3%,0.0%,21.4%,,0.5%,10.2%,16.7%,42.0%,55.0%,3.6%,9.3%,7.6%,13.3%,0.0%,0.0%,14.4%,27.4%,,,0.1%,1.8%
S14000093,Inverclyde and Renfrewshire West,labour,snp,snp,9.9%,50.9%,5.0%,8.3%,3.2%,22.4%,,0.4%,6.7%,13.8%,42.9%,57.8%,2.5%,8.1%,6.0%,12.0%,2.1%,4.6%,15.1%,28.5%,,,0.1%,1.6%
S14000094,"Inverness, Skye and West Ross-shire",snp,labour,snp,12.1%,24.7%,14.7%,11.9%,3.6%,32.3%,,0.7%,9.0%,15.0%,18.4%,31.2%,10.1%,20.4%,9.0%,15.1%,2.4%,5.2%,26.8%,38.0%,,,0.1%,2.0%
S14000095,Livingston,labour,snp,snp,10.3%,39.1%,5.8%,10.5%,3.9%,29.5%,,1.0%,7.9%,13.2%,32.6%,45.2%,3.5%,8.8%,7.9%,14.1%,2.7%,5.7%,24.1%,34.2%,,,0.3%,3.0%
S14000096,Lothian East,labour,snp,snp,13.7%,47.9%,4.8%,8.8%,3.6%,20.8%,,0.3%,11.1%,17.0%,41.8%,53.6%,3.1%,7.6%,6.1%,12.0%,2.6%,5.2%,15.7%,25.7%,,,0.1%,1.3%
S14000097,Mid Dunbartonshire,libdem,snp,snp,5.3%,17.1%,43.7%,6.3%,4.2%,22.9%,,0.5%,3.5%,7.7%,11.1%,23.7%,37.0%,50.4%,4.6%,8.3%,2.9%,6.0%,16.7%,27.9%,,,0.1%,1.5%
S14000098,"Moray West, Nairn and Strathspey",snp,conservative,snp,23.4%,18.2%,5.9%,13.7%,3.3%,34.8%,,0.7%,19.1%,28.0%,11.4%,26.4%,3.2%,10.1%,10.0%,17.5%,2.3%,4.8%,28.6%,40.6%,,,0.2%,2.7%
S14000099,"Motherwell, Wishaw and Carluke",labour,snp,snp,9.4%,43.0%,4.6%,10.0%,3.4%,29.0%,,0.6%,6.9%,12.6%,36.1%,49.0%,2.6%,8.1%,7.2%,13.3%,2.3%,4.9%,23.8%,34.5%,,,0.1%,2.2%
S14000100,North East Fife,libdem,snp,snp,5.4%,16.8%,34.6%,9.1%,4.1%,30.1%,,0.0%,3.1%,8.1%,10.5%,23.3%,28.2%,41.0%,6.7%,12.3%,2.6%,5.8%,24.1%,36.1%,,,0.0%,0.0%
S14000101,Paisley and Renfrewshire North,labour,snp,snp,9.8%,45.9%,5.2%,8.9%,3.4%,26.8%,,0.0%,7.1%,12.7%,40.5%,51.9%,3.2%,7.7%,6.4%,11.5%,2.2%,5.4%,21.1%,31.4%,,,0.0%,0.0%
S14000102,Paisley and Renfrewshire South,labour,snp,snp,7.2%,46.3%,7.7%,7.7%,3.6%,27.2%,,0.4%,4.7%,9.5%,40.2%,51.4%,4.8%,11.4%,5.6%,10.3%,2.4%,5.7%,21.6%,32.8%,,,0.1%,1.7%
S14000103,Perth and Kinross-shire,snp,conservative,snp,25.3%,19.1%,6.8%,12.1%,0.0%,36.1%,,0.4%,20.8%,29.2%,12.8%,25.2%,4.4%,11.4%,8.8%,15.7%,0.0%,0.0%,30.0%,41.8%,,,0.1%,1.8%
S14000104,Rutherglen,labour,snp,snp,7.6%,57.0%,6.0%,9.3%,0.0%,18.3%,,1.8%,5.1%,10.4%,49.3%,62.7%,3.6%,9.0%,6.6%,11.9%,0.0%,0.0%,11.8%,24.5%,,,0.6%,4.8%
S14000105,Stirling and Strathallan,snp,labour,snp,19.6%,23.9%,8.6%,10.3%,4.7%,32.8%,,0.0%,15.8%,23.3%,17.5%,29.7%,5.2%,13.2%,7.6%,13.6%,3.3%,7.2%,26.2%,37.8%,,,0.0%,0.0%
S14000106,West Dunbartonshire,labour,snp,snp,5.5%,45.4%,3.7%,8.5%,3.9%,32.5%,,0.5%,3.4%,8.0%,38.6%,51.7%,2.4%,6.6%,6.1%,10.9%,2.6%,5.7%,26.0%,38.0%,,,0.1%,1.8%
W07000081,Aberafan Maesteg,labour,brexit_party,labour,8.7%,57.0%,3.1%,18.4%,4.6%,,7.9%,0.4%,6.7%,11.4%,51.8%,61.6%,1.8%,4.9%,14.8%,21.8%,3.0%,7.0%,,,3.9%,13.1%,0.1%,1.4%
W07000082,Alyn and Deeside,labour,conservative,labour,18.3%,54.5%,5.3%,17.0%,3.2%,,1.3%,0.5%,15.5%,21.0%,49.5%,58.6%,3.5%,8.4%,13.8%,20.2%,2.3%,4.4%,,,1.0%,2.6%,0.1%,2.2%
W07000083,Bangor Aberconwy,labour,conservative,conservative,23.9%,47.9%,4.9%,12.5%,4.6%,,5.8%,0.4%,19.7%,28.5%,41.4%,52.9%,2.8%,7.6%,9.4%,16.0%,3.1%,6.9%,,,2.4%,11.1%,0.1%,1.7%
W07000084,Blaenau Gwent and Rhymney,labour,conservative,labour,9.8%,76.8%,4.1%,0.0%,4.6%,,4.3%,0.4%,7.1%,13.0%,70.7%,80.7%,2.2%,6.7%,0.0%,0.0%,2.8%,7.2%,,,2.1%,8.9%,0.1%,1.7%
W07000085,"Brecon, Radnor and Cwm Tawe",labour,conservative,conservative,25.0%,30.0%,22.0%,16.9%,3.7%,,1.9%,0.4%,20.6%,28.9%,24.2%,36.2%,16.4%,27.0%,12.9%,21.8%,2.5%,5.5%,,,1.2%,3.8%,0.1%,1.5%
W07000086,Bridgend,labour,conservative,conservative,21.6%,48.7%,5.5%,16.6%,4.8%,,1.4%,1.3%,17.9%,25.2%,43.0%,53.8%,3.4%,8.5%,13.1%,20.2%,3.2%,6.8%,,,1.0%,3.2%,0.3%,4.0%
W07000087,Caerfyrddin,labour,plaid,conservative,19.0%,31.8%,3.9%,16.7%,3.3%,,24.8%,0.5%,15.6%,22.6%,26.4%,36.9%,2.4%,6.8%,13.2%,20.9%,2.2%,4.4%,,,18.9%,29.4%,0.1%,2.3%
W07000088,Caerphilly,labour,brexit_party,labour,13.2%,45.5%,2.7%,19.6%,3.7%,,15.3%,0.0%,10.3%,16.1%,38.9%,50.8%,1.7%,4.8%,15.8%,23.2%,2.4%,5.5%,,,10.1%,22.3%,0.0%,0.0%
W07000089,Cardiff East,labour,brexit_party,labour,11.1%,57.9%,8.2%,11.4%,5.3%,,4.6%,1.5%,8.5%,13.5%,52.6%,61.9%,5.4%,11.4%,8.7%,14.2%,3.7%,7.6%,,,2.3%,8.9%,0.4%,3.7%
W07000090,Cardiff North,labour,conservative,labour,21.4%,49.4%,5.6%,11.7%,7.8%,,4.2%,0.0%,17.9%,24.7%,43.6%,54.3%,3.5%,8.5%,9.1%,14.6%,5.4%,11.1%,,,1.9%,7.9%,0.0%,0.0%
W07000091,Cardiff South and Penarth,labour,conservative,labour,16.6%,57.3%,5.5%,10.2%,5.5%,,4.9%,0.0%,13.9%,19.5%,52.9%,62.0%,3.3%,8.1%,7.9%,12.2%,3.7%,8.0%,,,2.5%,8.0%,0.0%,0.0%
W07000092,Cardiff West,labour,conservative,labour,15.4%,59.2%,4.3%,11.4%,5.6%,,3.3%,0.8%,12.6%,19.2%,53.9%,63.0%,2.8%,7.0%,8.4%,14.5%,3.7%,7.6%,,,1.4%,6.7%,0.2%,2.8%
W07000093,Ceredigion Preseli,plaid,labour,plaid,12.1%,24.1%,11.2%,14.1%,4.9%,,33.2%,0.5%,9.3%,14.9%,17.2%,29.3%,7.6%,17.0%,11.3%,17.4%,3.3%,7.1%,,,25.4%,40.5%,0.1%,1.7%
W07000094,Clwyd East,labour,conservative,conservative,25.3%,48.0%,5.0%,16.3%,3.4%,,1.7%,0.4%,21.6%,29.1%,42.9%,52.3%,3.0%,8.1%,13.0%,19.3%,2.3%,4.9%,,,1.0%,4.3%,0.1%,1.3%
W07000095,Clwyd North,labour,conservative,conservative,21.8%,45.4%,4.3%,17.0%,3.1%,,8.4%,0.0%,18.6%,25.3%,39.7%,50.4%,2.7%,6.5%,13.5%,21.1%,2.1%,4.7%,,,4.8%,13.7%,0.0%,0.0%
W07000096,Dwyfor Meirionnydd,plaid,labour,plaid,14.8%,22.3%,3.7%,13.7%,4.0%,,40.9%,0.5%,11.0%,18.9%,16.3%,29.1%,2.1%,5.9%,10.5%,17.2%,2.7%,6.2%,,,34.1%,47.5%,0.1%,2.3%
W07000097,Gower,labour,conservative,labour,17.4%,49.7%,5.0%,16.0%,3.7%,,7.8%,0.4%,14.3%,20.5%,43.6%,55.1%,3.0%,7.8%,12.0%,19.9%,2.5%,5.3%,,,3.8%,14.7%,0.1%,1.7%
W07000098,Llanelli,labour,brexit_party,labour,14.6%,50.6%,2.9%,20.8%,3.8%,,6.6%,0.5%,11.2%,17.6%,44.7%,55.1%,1.8%,4.9%,16.7%,25.3%,2.6%,6.1%,,,3.2%,10.4%,0.1%,1.6%
W07000099,Merthyr Tydfil and Aberdare,labour,brexit_party,labour,9.2%,56.1%,3.4%,20.0%,4.4%,,6.3%,0.6%,6.8%,11.8%,51.0%,60.3%,2.2%,5.7%,16.4%,24.0%,2.9%,6.7%,,,3.2%,10.3%,0.1%,2.0%
W07000100,Mid and South Pembrokeshire,labour,conservative,conservative,25.5%,42.3%,4.5%,16.3%,3.7%,,7.3%,0.3%,21.7%,29.2%,37.2%,46.9%,2.6%,7.1%,12.7%,20.7%,2.4%,5.6%,,,3.9%,12.5%,0.1%,1.1%
W07000101,Monmouthshire,labour,conservative,conservative,26.7%,40.6%,7.2%,17.8%,4.7%,,2.7%,0.3%,22.3%,31.3%,34.7%,45.7%,4.0%,10.7%,13.8%,22.2%,3.3%,7.2%,,,1.2%,6.5%,0.1%,1.1%
W07000102,Montgomeryshire and Glyndwr,labour,conservative,conservative,29.1%,36.5%,9.7%,20.1%,3.3%,,1.3%,0.0%,24.8%,33.4%,30.5%,42.0%,6.1%,13.1%,16.0%,24.9%,2.2%,4.8%,,,1.0%,2.4%,0.0%,0.0%
W07000103,Neath and Swansea East,labour,brexit_party,labour,12.6%,50.2%,5.2%,18.5%,4.8%,,8.8%,0.0%,10.2%,15.9%,44.4%,54.2%,3.3%,7.8%,15.5%,22.3%,3.2%,6.8%,,,5.5%,13.2%,0.0%,0.0%
W07000104,Newport East,labour,conservative,labour,16.8%,56.8%,4.6%,15.9%,4.2%,,1.4%,0.3%,14.0%,20.1%,52.2%,61.1%,2.8%,7.1%,12.0%,18.7%,2.7%,5.9%,,,1.0%,3.0%,0.0%,1.0%
W07000105,Newport West and Islwyn,labour,brexit_party,labour,18.3%,48.5%,4.4%,19.8%,4.2%,,4.0%,0.8%,15.2%,21.9%,42.1%,53.0%,2.6%,6.9%,15.9%,23.3%,2.8%,6.4%,,,1.9%,7.5%,0.3%,3.0%
W07000106,Pontypridd,labour,brexit_party,labour,13.4%,56.5%,3.8%,16.5%,4.5%,,4.7%,0.6%,10.6%,16.4%,51.3%,60.8%,2.3%,6.4%,12.7%,19.9%,2.7%,6.9%,,,2.0%,8.1%,0.1%,1.7%
W07000107,Rhondda and Ogmore,labour,brexit_party,labour,4.6%,61.5%,3.0%,21.1%,4.6%,,5.1%,0.0%,3.0%,6.8%,55.4%,66.3%,1.9%,5.2%,17.4%,24.7%,2.8%,6.6%,,,2.0%,10.0%,0.0%,0.0%
W07000108,Swansea West,labour,brexit_party,labour,14.8%,56.6%,4.2%,15.7%,4.5%,,3.7%,0.4%,12.0%,17.6%,51.2%,60.9%,2.6%,6.8%,12.4%,19.3%,3.0%,7.0%,,,1.6%,7.4%,0.1%,1.7%
W07000109,Torfaen,labour,brexit_party,labour,15.2%,48.6%,5.7%,22.7%,5.0%,,2.5%,0.3%,12.5%,18.1%,43.1%,52.8%,3.5%,8.6%,19.2%,26.3%,3.5%,7.5%,,,1.2%,6.2%,0.1%,1.1%
W07000110,Vale of Glamorgan,labour,conservative,conservative,22.4%,50.3%,2.8%,16.1%,6.0%,,2.1%,0.3%,18.6%,25.9%,45.0%,54.8%,1.8%,4.5%,12.4%,20.6%,4.5%,8.0%,,,1.2%,3.8%,0.1%,1.2%
W07000111,Wrexham,labour,conservative,conservative,22.1%,47.1%,4.3%,17.9%,3.9%,,4.6%,0.3%,18.1%,26.4%,41.0%,51.7%,2.7%,7.0%,13.8%,21.8%,2.7%,5.6%,,,2.1%,9.0%,0.1%,1.1%
W07000112,Ynys M��n,labour,conservative,conservative,18.5%,40.6%,4.2%,16.3%,3.7%,,16.1%,0.5%,15.4%,23.0%,34.3%,46.9%,2.4%,7.2%,12.3%,20.2%,2.5%,5.4%,,,8.6%,21.9%,0.1%,2.4%
