ONS Code,Westminster Constituency,Winner,Second,2019 winner (notional),CON,LAB,LDM,RFM,GRN,SNP,PCY,OTH,,Margin,,CON (lo),CON (hi),LAB (lo),LAB (hi),LDM (lo),LDM (hi),RFM (lo),RFM (hi),GRN (lo),GRN (hi),SNP (lo),SNP (hi),PCY (lo),PCY (hi),OTH (lo),OTH (hi)
E14001551,Torbay,Conservatives,Liberal Democrats,Conservatives,33.91%,8.28%,32.08%,21.87%,3.64%,,,0.21%,,1.8%,,30.5%,37.0%,5.6%,11.2%,29.0%,35.7%,18.7%,25.1%,2.5%,5.2%,0.0%,0.0%,,,0.1%,0.6%
E14001552,Torridge and Tavistock,Conservatives,Labour,Conservatives,32.20%,24.61%,17.60%,18.46%,6.17%,,,0.97%,,7.6%,,27.8%,35.8%,20.2%,28.7%,13.8%,21.6%,15.1%,22.3%,4.4%,8.3%,0.0%,0.0%,,,0.4%,2.3%
E14001553,Tottenham,Labour,Liberal Democrats,Labour,6.14%,70.57%,8.90%,6.75%,6.90%,,,0.75%,,61.7%,,4.0%,8.4%,64.5%,74.3%,5.8%,13.3%,5.1%,8.6%,4.2%,11.0%,0.0%,0.0%,,,0.2%,3.1%
E14001554,Truro and Falmouth,Labour,Conservatives,Conservatives,25.47%,47.71%,7.22%,13.23%,6.01%,,,0.35%,,22.2%,,21.2%,29.4%,42.2%,52.5%,4.4%,11.2%,9.9%,17.0%,3.8%,8.8%,0.0%,0.0%,,,0.1%,1.3%
E14001555,Tunbridge Wells,Liberal Democrats,Conservatives,Conservatives,30.36%,13.56%,38.43%,14.50%,2.31%,,,0.85%,,8.1%,,26.4%,33.9%,9.9%,18.2%,33.3%,43.4%,11.4%,17.8%,1.6%,3.3%,0.0%,0.0%,,,0.3%,2.1%
E14001556,Twickenham,Liberal Democrats,Conservatives,Liberal Democrats,20.56%,15.39%,51.49%,8.53%,3.63%,,,0.40%,,30.9%,,17.5%,23.9%,9.9%,20.8%,46.4%,56.4%,6.7%,11.0%,2.3%,6.2%,0.0%,0.0%,,,0.1%,1.5%
E14001557,Tynemouth,Labour,Conservatives,Labour,21.07%,53.00%,4.27%,17.06%,4.12%,,,0.48%,,31.9%,,17.6%,24.1%,48.2%,57.4%,2.3%,7.3%,14.0%,20.6%,2.4%,6.3%,0.0%,0.0%,,,0.1%,1.6%
E14001558,Uxbridge and South Ruislip,Labour,Conservatives,Conservatives,26.93%,44.13%,6.40%,16.28%,5.69%,,,0.55%,,17.2%,,23.1%,30.8%,39.3%,49.5%,4.0%,9.4%,12.8%,20.4%,3.7%,8.8%,0.0%,0.0%,,,0.1%,1.9%
E14001559,Vauxhall and Camberwell Green,Labour,Conservatives,Labour,10.59%,62.43%,10.22%,6.55%,9.38%,,,0.83%,,51.8%,,8.0%,13.7%,56.8%,66.8%,6.6%,14.5%,5.0%,8.7%,5.7%,13.9%,0.0%,0.0%,,,0.2%,2.9%
E14001560,Wakefield and Rothwell,Labour,Conservatives,Conservatives,21.71%,46.20%,6.21%,17.87%,7.33%,,,0.68%,,24.5%,,18.2%,25.0%,40.9%,51.2%,3.4%,9.9%,14.0%,22.1%,5.1%,10.5%,0.0%,0.0%,,,0.2%,2.6%
E14001561,Wallasey,Labour,Reform UK,Labour,10.59%,63.81%,3.84%,14.92%,5.90%,,,0.94%,,48.9%,,8.4%,12.6%,59.3%,66.8%,2.2%,6.8%,11.9%,18.0%,4.1%,8.8%,0.0%,0.0%,,,0.3%,2.6%
E14001562,Walsall and Bloxwich,Labour,Conservatives,Conservatives,23.62%,45.71%,4.79%,18.37%,6.77%,,,0.75%,,22.1%,,20.2%,26.5%,40.3%,49.3%,2.8%,7.8%,15.1%,22.3%,4.3%,10.0%,0.0%,0.0%,,,0.2%,2.8%
E14001563,Walthamstow,Labour,Reform UK,Labour,5.39%,75.21%,6.25%,6.46%,5.89%,,,0.80%,,68.8%,,3.6%,7.3%,70.3%,78.8%,3.6%,10.2%,4.9%,8.2%,3.5%,8.8%,0.0%,0.0%,,,0.2%,2.9%
E14001564,Warrington North,Labour,Conservatives,Labour,19.25%,52.05%,4.82%,18.68%,4.86%,,,0.34%,,32.8%,,16.3%,22.2%,47.0%,56.4%,3.1%,7.5%,14.5%,22.6%,3.4%,7.4%,0.0%,0.0%,,,0.1%,1.1%
E14001565,Warrington South,Labour,Conservatives,Labour,21.35%,54.83%,6.33%,13.87%,3.22%,,,0.39%,,33.5%,,18.8%,24.2%,49.5%,59.1%,4.1%,9.4%,10.8%,16.6%,2.0%,5.1%,0.0%,0.0%,,,0.1%,1.6%
E14001566,Warwick and Leamington,Labour,Conservatives,Labour,24.33%,48.37%,7.79%,11.42%,7.64%,,,0.45%,,24.0%,,20.7%,28.0%,42.7%,53.1%,4.4%,12.9%,8.0%,14.1%,4.7%,11.6%,0.0%,0.0%,,,0.1%,1.8%
E14001567,Washington and Gateshead South,Labour,Reform UK,Labour,14.15%,45.83%,3.71%,30.74%,4.64%,,,0.93%,,15.1%,,12.2%,16.8%,40.6%,49.9%,2.1%,5.3%,27.4%,34.4%,3.0%,6.7%,0.0%,0.0%,,,0.3%,2.3%
E14001568,Watford,Labour,Conservatives,Conservatives,23.44%,45.71%,11.74%,13.82%,4.67%,,,0.62%,,22.3%,,19.7%,26.9%,39.8%,51.3%,7.4%,16.8%,10.5%,17.2%,2.9%,7.7%,0.0%,0.0%,,,0.1%,2.4%
E14001569,Waveney Valley,Conservatives,Green Party,Conservatives,33.33%,12.33%,5.28%,21.72%,26.83%,,,0.51%,,6.5%,,29.5%,36.9%,8.9%,15.9%,3.1%,8.1%,18.0%,26.7%,22.6%,30.9%,0.0%,0.0%,,,0.2%,1.4%
E14001570,Weald of Kent,Conservatives,Labour,Conservatives,41.60%,24.13%,8.31%,19.10%,6.85%,,,0.00%,,17.5%,,37.1%,46.6%,18.2%,29.6%,5.2%,12.0%,14.8%,24.2%,4.6%,10.3%,0.0%,0.0%,,,0.0%,0.0%
E14001571,Wellingborough and Rushden,Labour,Conservatives,Conservatives,32.44%,34.71%,6.42%,19.74%,6.39%,,,0.29%,,2.3%,,29.0%,35.8%,29.0%,39.9%,3.9%,10.5%,15.8%,23.5%,4.2%,9.7%,0.0%,0.0%,,,0.1%,1.2%
E14001572,Wells and Mendip Hills,Liberal Democrats,Conservatives,Conservatives,33.72%,7.81%,38.19%,16.57%,3.23%,,,0.49%,,4.5%,,30.2%,37.2%,4.7%,11.6%,33.5%,42.5%,12.7%,20.4%,2.1%,4.7%,0.0%,0.0%,,,0.1%,1.6%
E14001573,Welwyn Hatfield,Labour,Conservatives,Conservatives,29.79%,41.39%,9.50%,13.79%,5.54%,,,0.00%,,11.6%,,26.1%,33.7%,36.0%,46.9%,5.6%,14.2%,10.4%,17.3%,3.7%,8.4%,0.0%,0.0%,,,0.0%,0.0%
E14001574,West Bromwich,Labour,Conservatives,Conservatives,21.00%,50.42%,4.57%,18.56%,3.96%,,,1.49%,,29.4%,,18.0%,23.9%,45.5%,54.7%,2.7%,7.0%,15.4%,22.7%,2.6%,5.9%,0.0%,0.0%,,,0.4%,4.5%
E14001575,West Dorset,Liberal Democrats,Conservatives,Conservatives,38.24%,7.19%,49.76%,0.00%,4.47%,,,0.34%,,11.5%,,33.5%,42.6%,3.5%,11.2%,44.1%,54.9%,0.0%,0.0%,2.9%,6.6%,0.0%,0.0%,,,0.1%,1.1%
E14001576,West Ham and Beckton,Labour,Reform UK,Labour,6.91%,68.54%,5.76%,9.43%,4.34%,,,5.03%,,59.1%,,4.9%,8.7%,63.1%,72.7%,3.6%,8.7%,7.2%,11.7%,2.7%,6.7%,0.0%,0.0%,,,2.1%,9.7%
E14001577,West Lancashire,Labour,Reform UK,Labour,16.71%,56.87%,3.69%,18.26%,4.48%,,,0.00%,,38.6%,,13.7%,18.8%,52.7%,61.2%,2.2%,6.1%,14.6%,22.0%,2.7%,6.7%,0.0%,0.0%,,,0.0%,0.0%
E14001578,West Suffolk,Conservatives,Labour,Conservatives,33.90%,32.91%,8.55%,18.24%,6.19%,,,0.21%,,1.0%,,30.1%,38.0%,28.6%,37.5%,5.5%,11.6%,14.8%,21.9%,4.2%,8.3%,0.0%,0.0%,,,0.1%,0.7%
E14001579,West Worcestershire,Conservatives,Labour,Conservatives,34.10%,21.60%,18.62%,18.48%,6.81%,,,0.40%,,12.5%,,29.5%,38.4%,15.2%,27.9%,12.8%,25.1%,14.2%,23.0%,4.3%,10.3%,0.0%,0.0%,,,0.1%,1.4%
E14001580,Westmorland and Lonsdale,Liberal Democrats,Conservatives,Conservatives,26.70%,4.18%,50.66%,14.88%,3.33%,,,0.26%,,24.0%,,23.0%,30.8%,1.1%,8.4%,45.0%,55.3%,11.7%,18.7%,2.2%,5.3%,0.0%,0.0%,,,0.1%,1.1%
E14001581,Weston-super-Mare,Labour,Conservatives,Conservatives,27.32%,37.31%,9.00%,21.80%,4.58%,,,0.00%,,10.0%,,23.7%,30.8%,31.5%,43.6%,5.7%,12.7%,17.0%,26.4%,2.9%,7.2%,0.0%,0.0%,,,0.0%,0.0%
E14001582,Wetherby and Easingwold,Conservatives,Labour,Conservatives,41.74%,28.52%,5.79%,18.98%,4.10%,,,0.87%,,13.2%,,36.2%,47.8%,22.4%,34.4%,3.4%,8.7%,14.8%,22.8%,2.6%,6.2%,0.0%,0.0%,,,0.2%,4.0%
E14001583,Whitehaven and Workington,Labour,Conservatives,Conservatives,22.10%,49.88%,3.11%,21.57%,3.34%,,,0.00%,,27.8%,,18.8%,25.3%,45.1%,54.4%,1.8%,5.6%,17.8%,25.8%,2.2%,5.6%,0.0%,0.0%,,,0.0%,0.0%
E14001584,Widnes and Halewood,Labour,Reform UK,Labour,7.07%,66.29%,3.22%,17.98%,5.09%,,,0.36%,,48.3%,,5.4%,8.8%,60.7%,70.2%,1.8%,5.5%,14.7%,21.4%,2.9%,8.6%,0.0%,0.0%,,,0.1%,1.2%
E14001585,Wigan,Labour,Reform UK,Labour,14.59%,51.84%,4.60%,23.31%,4.91%,,,0.76%,,28.5%,,11.9%,18.1%,46.5%,55.8%,2.7%,7.4%,19.8%,26.6%,3.2%,7.6%,0.0%,0.0%,,,0.2%,2.5%
E14001586,Wimbledon,Liberal Democrats,Labour,Conservatives,23.95%,25.87%,37.71%,7.52%,4.31%,,,0.64%,,11.8%,,20.7%,27.4%,20.6%,31.7%,31.6%,42.8%,5.8%,9.5%,2.6%,6.8%,0.0%,0.0%,,,0.2%,1.8%
E14001587,Winchester,Liberal Democrats,Conservatives,Conservatives,32.74%,7.92%,41.83%,13.40%,3.55%,,,0.55%,,9.1%,,28.2%,36.8%,3.9%,12.8%,36.5%,47.1%,10.1%,17.0%,2.3%,5.5%,0.0%,0.0%,,,0.1%,2.0%
E14001588,Windsor,Conservatives,Labour,Conservatives,33.05%,26.24%,18.83%,14.19%,4.94%,,,2.75%,,6.8%,,29.0%,36.6%,20.7%,31.3%,14.4%,24.5%,10.7%,17.5%,3.5%,7.7%,0.0%,0.0%,,,1.1%,6.3%
E14001589,Wirral West,Labour,Conservatives,Labour,23.46%,52.33%,5.39%,14.46%,4.35%,,,0.00%,,28.9%,,20.1%,27.7%,46.9%,57.4%,3.0%,8.9%,11.1%,18.0%,2.6%,7.1%,0.0%,0.0%,,,0.0%,0.0%
E14001590,Witham,Conservatives,Labour,Conservatives,36.94%,29.43%,6.65%,21.18%,5.51%,,,0.29%,,7.5%,,32.8%,41.2%,24.2%,34.2%,4.2%,9.8%,17.4%,25.3%,3.9%,7.7%,0.0%,0.0%,,,0.1%,1.0%
E14001591,Witney,Liberal Democrats,Conservatives,Conservatives,31.72%,18.24%,32.35%,14.84%,2.53%,,,0.32%,,0.6%,,28.0%,36.6%,13.9%,23.6%,26.4%,38.8%,10.8%,18.3%,1.7%,4.0%,0.0%,0.0%,,,0.1%,1.2%
E14001592,Woking,Liberal Democrats,Conservatives,Conservatives,25.74%,14.86%,44.87%,11.09%,3.02%,,,0.41%,,19.1%,,22.2%,29.1%,10.5%,19.9%,39.5%,49.8%,8.5%,14.5%,2.1%,4.5%,0.0%,0.0%,,,0.1%,1.8%
E14001593,Wokingham,Liberal Democrats,Conservatives,Conservatives,31.27%,10.78%,38.24%,14.88%,4.83%,,,0.00%,,7.0%,,27.9%,34.8%,6.9%,14.9%,34.1%,42.5%,12.1%,18.3%,3.3%,6.8%,0.0%,0.0%,,,0.0%,0.0%
E14001594,Wolverhampton North East,Labour,Reform UK,Conservatives,23.41%,43.64%,2.70%,25.26%,4.98%,,,0.00%,,18.4%,,20.6%,26.4%,39.1%,47.9%,1.5%,4.6%,21.8%,29.9%,3.3%,7.2%,0.0%,0.0%,,,0.0%,0.0%
E14001595,Wolverhampton South East,Labour,Reform UK,Labour,20.55%,48.88%,5.04%,20.88%,3.77%,,,0.88%,,28.0%,,16.9%,23.8%,43.6%,53.5%,2.8%,8.0%,17.2%,25.0%,2.4%,6.3%,0.0%,0.0%,,,0.2%,2.6%
E14001596,Wolverhampton West,Labour,Conservatives,Conservatives,27.49%,47.79%,3.86%,15.24%,4.93%,,,0.68%,,20.3%,,24.3%,30.4%,43.2%,51.9%,2.2%,6.6%,12.1%,18.8%,3.2%,7.6%,0.0%,0.0%,,,0.2%,2.1%
E14001597,Worcester,Labour,Conservatives,Conservatives,25.67%,48.06%,6.22%,14.19%,5.35%,,,0.50%,,22.4%,,22.0%,28.5%,43.6%,52.5%,3.9%,9.6%,11.3%,17.3%,3.7%,7.8%,0.0%,0.0%,,,0.1%,1.7%
E14001598,Worsley and Eccles,Labour,Conservatives,Labour,18.28%,54.82%,5.07%,17.78%,3.65%,,,0.39%,,36.5%,,15.7%,20.9%,49.7%,58.4%,3.1%,7.9%,14.2%,21.1%,2.2%,6.0%,0.0%,0.0%,,,0.1%,1.4%
E14001599,Worthing West,Labour,Conservatives,Conservatives,29.75%,38.87%,6.07%,19.49%,5.05%,,,0.77%,,9.1%,,25.7%,33.6%,33.6%,43.7%,3.4%,9.0%,15.6%,23.4%,3.1%,7.8%,0.0%,0.0%,,,0.2%,2.7%
E14001600,Wycombe,Labour,Conservatives,Conservatives,21.43%,51.66%,8.45%,12.15%,5.14%,,,1.18%,,30.2%,,17.9%,24.6%,45.9%,56.3%,5.2%,13.3%,8.9%,15.6%,3.2%,8.7%,0.0%,0.0%,,,0.3%,4.1%
E14001601,Wyre Forest,Labour,Conservatives,Conservatives,30.06%,36.80%,3.82%,22.73%,4.42%,,,2.17%,,6.7%,,25.9%,33.8%,32.5%,41.7%,2.5%,5.7%,18.5%,25.9%,3.0%,6.1%,0.0%,0.0%,,,0.9%,5.4%
E14001602,Wythenshawe and Sale East,Labour,Conservatives,Labour,17.99%,57.08%,4.97%,14.19%,5.17%,,,0.60%,,39.1%,,14.9%,21.2%,52.3%,61.3%,3.0%,7.2%,11.2%,17.3%,3.5%,7.5%,0.0%,0.0%,,,0.2%,2.3%
E14001603,Yeovil,Liberal Democrats,Conservatives,Conservatives,29.92%,7.37%,40.79%,17.70%,3.87%,,,0.34%,,10.9%,,26.6%,33.2%,3.7%,11.2%,36.6%,45.7%,13.9%,21.0%,2.7%,5.5%,0.0%,0.0%,,,0.1%,1.2%
E14001604,York Central,Labour,Conservatives,Labour,13.79%,59.59%,8.78%,10.35%,6.90%,,,0.59%,,45.8%,,10.1%,17.0%,53.4%,64.2%,5.3%,13.2%,8.1%,13.3%,4.3%,10.4%,0.0%,0.0%,,,0.1%,2.2%
E14001605,York Outer,Labour,Conservatives,Conservatives,26.36%,37.57%,17.22%,15.54%,2.93%,,,0.38%,,11.2%,,23.0%,30.2%,32.1%,42.7%,12.5%,22.1%,12.0%,20.0%,1.9%,5.2%,0.0%,0.0%,,,0.1%,1.6%
S14000006,"Ayr, Carrick and Cumnock",Labour,SNP,SNP,19.79%,35.00%,4.81%,12.92%,2.80%,24.26%,,0.40%,,10.7%,,16.3%,22.9%,29.3%,40.0%,3.0%,7.8%,9.8%,16.2%,1.9%,4.6%,20.1%,28.4%,,,0.1%,1.2%
S14000008,"Berwickshire, Roxburgh and Selkirk",Conservatives,SNP,Conservatives,35.05%,16.20%,4.99%,11.48%,2.29%,29.20%,,0.79%,,5.9%,,31.4%,39.1%,10.2%,21.9%,2.9%,7.9%,8.4%,14.3%,1.6%,3.4%,25.1%,33.3%,,,0.2%,2.8%
S14000010,Central Ayrshire,Labour,SNP,SNP,16.23%,34.99%,3.85%,10.59%,3.99%,29.39%,,0.97%,,5.6%,,13.2%,19.2%,29.5%,40.1%,2.2%,6.2%,7.9%,13.8%,2.5%,6.3%,25.2%,33.7%,,,0.3%,2.7%
S14000021,East Renfrewshire,Labour,SNP,SNP,19.17%,38.02%,5.28%,7.94%,3.03%,26.03%,,0.53%,,12.0%,,15.8%,22.4%,31.9%,43.2%,3.1%,8.6%,6.1%,10.2%,2.0%,4.7%,21.5%,30.2%,,,0.1%,1.7%
S14000027,Na h-Eileanan an Iar,Labour,SNP,SNP,10.23%,41.14%,6.27%,9.58%,0.00%,32.25%,,0.54%,,8.9%,,8.1%,13.3%,34.3%,47.1%,3.2%,10.3%,7.1%,12.7%,0.0%,0.0%,26.1%,38.3%,,,0.1%,2.2%
S14000040,Kilmarnock and Loudoun,SNP,Labour,SNP,10.84%,32.06%,3.78%,10.72%,3.35%,38.24%,,1.01%,,6.2%,,8.5%,13.3%,26.9%,37.5%,2.1%,6.5%,7.9%,13.9%,2.1%,5.1%,33.0%,42.2%,,,0.4%,2.5%
S14000045,Midlothian,Labour,SNP,SNP,9.84%,49.17%,4.49%,8.48%,0.00%,27.56%,,0.45%,,21.6%,,7.7%,12.8%,43.7%,54.9%,2.6%,7.4%,6.1%,10.8%,0.0%,0.0%,22.2%,32.0%,,,0.1%,1.6%
S14000048,North Ayrshire and Arran,SNP,Labour,SNP,15.82%,31.59%,5.44%,10.49%,4.03%,32.07%,,0.56%,,0.5%,,13.1%,18.2%,25.7%,36.8%,3.3%,8.9%,7.6%,13.5%,2.4%,6.1%,26.6%,37.0%,,,0.1%,2.0%
S14000051,Orkney and Shetland,Liberal Democrats,Labour,Liberal Democrats,4.64%,13.85%,62.15%,10.20%,5.03%,4.13%,,0.00%,,48.3%,,2.2%,7.5%,7.4%,20.7%,52.4%,68.9%,7.4%,13.2%,2.8%,9.7%,1.9%,12.2%,,,0.0%,0.0%
S14000058,West Aberdeenshire and Kincardine,SNP,Conservatives,Conservatives,26.38%,13.85%,9.27%,14.00%,2.77%,33.32%,,0.41%,,6.9%,,22.6%,30.5%,8.9%,19.8%,5.7%,13.4%,10.4%,17.7%,1.8%,4.6%,27.7%,38.0%,,,0.1%,1.3%
S14000060,Aberdeen North,SNP,Labour,SNP,10.72%,30.18%,5.55%,13.35%,3.00%,36.22%,,0.98%,,6.0%,,8.2%,13.2%,24.9%,35.8%,3.2%,8.2%,10.0%,17.2%,1.9%,4.5%,31.4%,40.1%,,,0.2%,3.4%
S14000061,Aberdeen South,SNP,Labour,SNP,19.91%,25.89%,6.45%,9.92%,2.72%,34.67%,,0.44%,,8.8%,,16.7%,22.9%,20.4%,31.2%,3.8%,10.2%,7.4%,13.1%,1.7%,4.3%,29.2%,38.5%,,,0.1%,1.6%
S14000062,Aberdeenshire North and Moray East,SNP,Conservatives,Conservatives,27.33%,20.43%,4.85%,16.17%,0.00%,31.20%,,0.00%,,3.9%,,22.9%,31.3%,15.0%,26.3%,2.9%,7.4%,12.3%,20.0%,0.0%,0.0%,26.7%,35.8%,,,0.0%,0.0%
S14000063,Airdrie and Shotts,Labour,SNP,SNP,7.11%,51.21%,3.87%,9.10%,0.00%,28.08%,,0.62%,,23.1%,,5.1%,9.6%,45.6%,56.4%,2.1%,6.5%,6.6%,12.3%,0.0%,0.0%,22.9%,32.5%,,,0.1%,2.5%
S14000064,Alloa and Grangemouth,Labour,SNP,SNP,10.71%,38.11%,5.28%,10.53%,4.13%,29.66%,,1.56%,,8.4%,,8.5%,13.4%,32.5%,43.3%,3.2%,8.1%,7.6%,13.7%,2.7%,6.1%,24.9%,35.2%,,,0.6%,3.9%
S14000065,Angus and Perthshire Glens,SNP,Conservatives,SNP,23.45%,16.68%,5.17%,13.65%,0.00%,40.60%,,0.45%,,17.1%,,19.7%,26.5%,11.2%,23.2%,3.0%,8.3%,9.8%,17.6%,0.0%,0.0%,35.6%,45.5%,,,0.1%,1.7%
S14000066,Arbroath and Broughty Ferry,SNP,Labour,SNP,16.28%,24.91%,7.63%,9.34%,0.00%,41.34%,,0.49%,,16.4%,,13.3%,19.6%,19.9%,30.5%,5.2%,11.6%,6.9%,11.9%,0.0%,0.0%,36.1%,46.2%,,,0.1%,1.5%
S14000067,"Argyll, Bute and South Lochaber",SNP,Conservatives,SNP,21.14%,15.62%,9.95%,13.66%,0.00%,38.62%,,1.01%,,17.5%,,18.1%,25.0%,9.5%,22.0%,6.4%,14.2%,10.5%,17.6%,0.0%,0.0%,32.6%,44.0%,,,0.3%,2.7%
S14000068,Bathgate and Linlithgow,Labour,SNP,SNP,11.40%,36.75%,5.96%,11.77%,3.86%,29.24%,,1.02%,,7.5%,,8.6%,14.1%,30.4%,42.4%,3.8%,9.7%,8.9%,14.8%,2.4%,5.7%,23.9%,34.7%,,,0.3%,2.9%
S14000069,"Caithness, Sutherland and Easter Ross",Liberal Democrats,SNP,SNP,7.28%,17.65%,35.52%,10.35%,2.57%,26.17%,,0.46%,,9.3%,,4.8%,10.2%,12.0%,23.7%,29.7%,41.9%,7.8%,13.5%,1.7%,4.4%,22.0%,30.8%,,,0.1%,1.7%
S14000070,Coatbridge and Bellshill,Labour,SNP,SNP,3.79%,48.25%,3.40%,8.79%,4.78%,30.38%,,0.63%,,17.9%,,2.2%,5.9%,42.8%,52.7%,1.9%,6.1%,6.5%,11.9%,2.9%,7.6%,24.7%,34.9%,,,0.2%,2.4%
S14000071,Cowdenbeath and Kirkcaldy,Labour,SNP,SNP,9.72%,45.82%,4.92%,11.12%,4.12%,23.45%,,0.85%,,22.4%,,7.7%,12.2%,40.8%,50.8%,2.8%,7.8%,8.2%,14.4%,2.6%,5.9%,19.4%,27.6%,,,0.3%,2.4%
S14000072,Cumbernauld and Kirkintilloch,SNP,Labour,SNP,4.82%,37.78%,3.70%,9.99%,3.61%,40.09%,,0.00%,,2.3%,,3.0%,6.6%,31.6%,42.1%,1.9%,6.2%,7.5%,12.7%,2.3%,6.0%,35.4%,44.9%,,,0.0%,0.0%
S14000073,Dumfries and Galloway,SNP,Labour,Conservatives,23.87%,26.54%,5.93%,12.58%,2.48%,27.76%,,0.83%,,1.2%,,20.6%,27.4%,21.7%,31.5%,3.7%,8.8%,9.7%,16.0%,1.6%,4.0%,23.8%,31.1%,,,0.2%,2.1%
S14000074,"Dumfriesshire, Clydesdale and Tweeddale",Conservatives,Labour,Conservatives,27.67%,25.70%,5.42%,14.81%,2.40%,23.46%,,0.55%,,2.0%,,23.9%,30.8%,19.9%,30.7%,3.2%,8.0%,11.9%,18.6%,1.7%,3.6%,19.2%,27.1%,,,0.1%,1.4%
S14000075,Dundee Central,Labour,SNP,SNP,3.66%,45.20%,5.39%,9.05%,0.00%,35.76%,,0.95%,,9.4%,,1.9%,5.7%,39.3%,51.0%,3.2%,8.3%,6.8%,11.3%,0.0%,0.0%,30.4%,40.5%,,,0.3%,2.6%
S14000076,Dunfermline and Dollar,Labour,SNP,SNP,9.87%,44.84%,6.70%,8.23%,4.00%,25.02%,,1.33%,,19.8%,,7.6%,12.8%,39.4%,50.0%,4.1%,9.8%,6.3%,10.3%,2.7%,6.0%,20.8%,29.5%,,,0.4%,3.6%
S14000077,East Kilbride and Strathaven,Labour,SNP,SNP,8.95%,35.34%,5.40%,10.80%,3.79%,34.83%,,0.91%,,0.5%,,6.6%,11.7%,30.0%,40.5%,3.1%,8.9%,8.0%,14.2%,2.5%,5.7%,29.0%,39.3%,,,0.3%,2.7%
S14000078,Edinburgh East and Musselburgh,Labour,SNP,SNP,4.53%,42.90%,4.11%,7.40%,6.90%,33.47%,,0.69%,,9.4%,,3.2%,6.5%,38.6%,46.4%,2.6%,5.9%,5.5%,9.3%,5.0%,9.5%,29.4%,37.7%,,,0.2%,1.9%
S14000079,Edinburgh North and Leith,Labour,SNP,SNP,10.53%,34.34%,10.22%,6.35%,5.78%,31.75%,,1.04%,,2.6%,,8.0%,12.8%,29.8%,38.8%,6.9%,13.9%,4.7%,7.9%,3.9%,8.5%,27.0%,35.7%,,,0.3%,2.5%
S14000080,Edinburgh South,Labour,SNP,Labour,8.04%,55.23%,8.02%,7.14%,5.13%,15.89%,,0.55%,,39.3%,,5.6%,10.3%,48.9%,60.2%,5.0%,11.6%,5.4%,9.3%,3.1%,8.5%,11.3%,20.1%,,,0.1%,2.1%
S14000081,Edinburgh South West,Labour,SNP,SNP,13.04%,34.30%,7.17%,8.40%,6.16%,30.13%,,0.80%,,4.2%,,10.5%,15.7%,28.2%,39.6%,4.6%,9.8%,6.5%,10.6%,4.0%,8.5%,25.4%,34.6%,,,0.2%,2.2%
S14000082,Edinburgh West,Liberal Democrats,SNP,Liberal Democrats,9.71%,17.12%,33.19%,7.17%,3.87%,28.39%,,0.55%,,4.8%,,6.8%,13.0%,11.3%,22.6%,27.4%,39.5%,5.1%,9.8%,2.6%,6.3%,21.8%,33.6%,,,0.1%,1.9%
S14000083,Falkirk,Labour,SNP,SNP,10.88%,39.98%,5.88%,11.24%,3.51%,27.62%,,0.90%,,12.4%,,8.5%,13.6%,33.9%,45.7%,3.5%,8.6%,8.2%,14.3%,2.3%,5.2%,22.7%,32.6%,,,0.3%,2.8%
S14000084,Glasgow East,Labour,SNP,SNP,4.13%,49.94%,2.84%,8.44%,3.98%,28.85%,,1.82%,,21.1%,,2.2%,5.9%,43.1%,56.2%,1.5%,5.1%,6.3%,11.5%,2.4%,6.6%,23.0%,33.3%,,,0.5%,4.8%
S14000085,Glasgow North,Labour,SNP,SNP,0.72%,48.99%,3.42%,7.85%,9.42%,27.72%,,1.89%,,21.3%,,0.7%,2.1%,43.1%,53.7%,1.9%,5.6%,5.8%,10.3%,6.5%,13.5%,21.9%,31.9%,,,0.7%,4.5%
S14000086,Glasgow North East,Labour,SNP,SNP,3.00%,50.59%,2.54%,9.13%,6.28%,27.08%,,1.39%,,23.5%,,1.3%,4.6%,44.6%,55.3%,1.2%,4.3%,6.9%,12.0%,3.9%,9.2%,22.2%,32.0%,,,0.4%,4.2%
S14000087,Glasgow South,Labour,SNP,SNP,6.48%,41.05%,4.03%,6.50%,8.22%,32.42%,,1.31%,,8.6%,,4.5%,8.9%,34.6%,46.2%,2.5%,5.9%,4.9%,8.2%,5.4%,11.8%,27.5%,37.5%,,,0.4%,3.9%
S14000088,Glasgow South West,Labour,SNP,SNP,5.23%,48.31%,3.18%,9.10%,4.65%,27.65%,,1.88%,,20.7%,,3.4%,7.6%,43.2%,53.1%,1.6%,5.8%,7.1%,11.4%,3.0%,6.9%,22.5%,31.9%,,,0.5%,4.8%
S14000089,Glasgow West,Labour,SNP,SNP,6.85%,48.31%,3.91%,6.87%,4.25%,28.15%,,1.66%,,20.2%,,4.9%,9.5%,42.2%,52.8%,2.1%,6.6%,4.9%,9.2%,2.9%,6.3%,22.9%,32.7%,,,0.5%,3.9%
S14000090,Glenrothes and Mid Fife,Labour,SNP,SNP,4.99%,48.06%,3.78%,11.54%,0.00%,31.63%,,0.00%,,16.4%,,3.3%,7.3%,41.5%,52.8%,2.1%,6.5%,8.9%,15.1%,0.0%,0.0%,26.2%,37.3%,,,0.0%,0.0%
